Year,Week,Resort,VisitorDays,Bureau of Meteorology station number,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres),Highest Lifted Point,Lowest Lifted Point,Skiable Area,Snow Making Area,Lifts
2014,5,Thredbo,46546,71032,-1.69,-5.19,0.43,2037m,1365m,480ha,70ha,14
2014,6,Thredbo,58668,71032,-1.87,-5.41,0.51,2037m,1365m,480ha,70ha,14
2014,7,Thredbo,44109,71032,1.26,-4.5,0.49,2037m,1365m,480ha,70ha,14
2014,8,Thredbo,39654,71032,-0.83,-4.45,2.09,2037m,1365m,480ha,70ha,14
2014,9,Thredbo,46875,71032,2.2,-4.63,0,2037m,1365m,480ha,70ha,14
2014,10,Thredbo,48777,71032,1.51,-5.84,0.09,2037m,1365m,480ha,70ha,14
2014,11,Thredbo,49003,71032,2.37,-4.26,2.77,2037m,1365m,480ha,70ha,14
2014,12,Thredbo,44164,71032,3.96,-2.96,2.14,2037m,1365m,480ha,70ha,14
2014,13,Thredbo,38470,71032,0.81,-5.46,1.34,2037m,1365m,480ha,70ha,14
2014,14,Thredbo,25734,71032,3.96,-1.4,0.34,2037m,1365m,480ha,70ha,14
2014,15,Thredbo,13890,71032,2.63,-2.8,1.51,2037m,1365m,480ha,70ha,14
2015,1,Thredbo,12039,71032,7.53,-2.13,0.86,2037m,1365m,480ha,70ha,14
2015,2,Thredbo,5540,71032,2.16,-1.8,3.89,2037m,1365m,480ha,70ha,14
2015,3,Thredbo,7069,71032,6.7,-0.96,0.2,2037m,1365m,480ha,70ha,14
2015,4,Thredbo,17634,71032,2.24,-5,0,2037m,1365m,480ha,70ha,14
2015,5,Thredbo,35918,71032,0.27,-5.04,0.63,2037m,1365m,480ha,70ha,14
2015,6,Thredbo,43234,71032,-1.87,-6.47,1.23,2037m,1365m,480ha,70ha,14
2015,7,Thredbo,40967,71032,-0.8,-3.93,1.54,2037m,1365m,480ha,70ha,14
2015,8,Thredbo,36200,71032,-0.41,-4.37,2.07,2037m,1365m,480ha,70ha,14
2015,9,Thredbo,43268,71032,-2.01,-5.64,0.4,2037m,1365m,480ha,70ha,14
2015,10,Thredbo,48525,71032,0.29,-4.74,0.23,2037m,1365m,480ha,70ha,14
2015,11,Thredbo,51900,71032,2.14,-3.23,0.6,2037m,1365m,480ha,70ha,14
2015,12,Thredbo,46015,71032,0.19,-3.99,4.11,2037m,1365m,480ha,70ha,14
2015,13,Thredbo,39850,71032,1.06,-3.99,1.57,2037m,1365m,480ha,70ha,14
2015,14,Thredbo,33284,71032,5.7,-2.31,0.17,2037m,1365m,480ha,70ha,14
2015,15,Thredbo,20568,71032,4.47,-2.1,1.57,2037m,1365m,480ha,70ha,14
2016,1,Thredbo,7167,71032,3.74,-1.44,0.2,2037m,1365m,480ha,70ha,14
2016,2,Thredbo,4083,71032,2.69,-0.5,3.4,2037m,1365m,480ha,70ha,14
2016,3,Thredbo,15501,71032,-2.61,-5.99,0.2,2037m,1365m,480ha,70ha,14
2016,4,Thredbo,36917,71032,1.51,-3.81,0.49,2037m,1365m,480ha,70ha,14
2016,5,Thredbo,48170,71032,-0.41,-2.89,2.51,2037m,1365m,480ha,70ha,14
2016,6,Thredbo,45940,71032,4.41,-2.51,0.06,2037m,1365m,480ha,70ha,14
2016,7,Thredbo,37172,71032,-0.06,-4.13,0.14,2037m,1365m,480ha,70ha,14
2016,8,Thredbo,41911,71032,-0.11,-3.97,1.14,2037m,1365m,480ha,70ha,14
2016,9,Thredbo,47536,71032,1.01,-4.86,0.34,2037m,1365m,480ha,70ha,14
2016,10,Thredbo,47996,71032,2.07,-3.37,0.49,2037m,1365m,480ha,70ha,14
2016,11,Thredbo,43729,71032,0.23,-3.36,2.74,2037m,1365m,480ha,70ha,14
2016,12,Thredbo,41768,71032,0.73,-4.5,0.63,2037m,1365m,480ha,70ha,14
2016,13,Thredbo,28580,71032,5.06,-1.34,2.54,2037m,1365m,480ha,70ha,14
2016,14,Thredbo,18938,71032,4.67,-0.14,1.77,2037m,1365m,480ha,70ha,14
2016,15,Thredbo,13868,71032,1.97,-2.81,4.1,2037m,1365m,480ha,70ha,14
2017,1,Thredbo,14174,71032,5.34,-1.3,0.2,2037m,1365m,480ha,70ha,14
2017,2,Thredbo,6636,71032,6.56,-1.39,0,2037m,1365m,480ha,70ha,14
2017,3,Thredbo,11543,71032,-0.26,-4.73,0.06,2037m,1365m,480ha,70ha,14
2017,4,Thredbo,26374,71032,0.54,-4.93,3.11,2037m,1365m,480ha,70ha,14
2017,5,Thredbo,49289,71032,-2.01,-5.2,0.2,2037m,1365m,480ha,70ha,14
2017,6,Thredbo,58279,71032,-1.44,-4.85,1.89,2037m,1365m,480ha,70ha,14
2017,7,Thredbo,42457,71032,-0.56,-4.71,1.89,2037m,1365m,480ha,70ha,14
2017,8,Thredbo,40744,71032,0.86,-3.53,1.31,2037m,1365m,480ha,70ha,14
2017,9,Thredbo,45216,71032,-0.51,-4.53,0.2,2037m,1365m,480ha,70ha,14
2017,10,Thredbo,55420,71032,0.7,-1.79,1.43,2037m,1365m,480ha,70ha,14
2017,11,Thredbo,53536,71032,-1.84,-6.17,0.71,2037m,1365m,480ha,70ha,14
2017,12,Thredbo,49658,71032,-0.66,-7.57,0.46,2037m,1365m,480ha,70ha,14
2017,13,Thredbo,39634,71032,0.41,-4.57,0,2037m,1365m,480ha,70ha,14
2017,14,Thredbo,37173,71032,1.63,-3.23,0.54,2037m,1365m,480ha,70ha,14
2017,15,Thredbo,26630,71032,3.43,-3.33,1.14,2037m,1365m,480ha,70ha,14
2018,1,Thredbo,11210,71032,0.37,-2.91,3,2037m,1365m,480ha,70ha,14
2018,2,Thredbo,8547,71032,-1.59,-5.79,2.74,2037m,1365m,480ha,70ha,14
2018,3,Thredbo,17226,71032,1.61,-4.37,0.31,2037m,1365m,480ha,70ha,14
2018,4,Thredbo,28601,71032,2.39,-3.41,1.74,2037m,1365m,480ha,70ha,14
2018,5,Thredbo,54351,71032,-0.76,-5.74,1.09,2037m,1365m,480ha,70ha,14
2018,6,Thredbo,70634,71032,-0.71,-5.47,1.94,2037m,1365m,480ha,70ha,14
2018,7,Thredbo,46287,71032,-0.2,-5.61,2.29,2037m,1365m,480ha,70ha,14
2018,8,Thredbo,41879,71032,0.39,-4.33,2.49,2037m,1365m,480ha,70ha,14
2018,9,Thredbo,49315,71032,1.16,-3.4,0.5,2037m,1365m,480ha,70ha,14
2018,10,Thredbo,52085,71032,-0.23,-4.46,2.54,2037m,1365m,480ha,70ha,14
2018,11,Thredbo,53194,71032,-2.3,-6.94,0.26,2037m,1365m,480ha,70ha,14
2018,12,Thredbo,53232,71032,0.89,-4.47,0.06,2037m,1365m,480ha,70ha,14
2018,13,Thredbo,41257,71032,0.89,-4.59,1.63,2037m,1365m,480ha,70ha,14
2018,14,Thredbo,34676,71032,6.29,-1.16,0,2037m,1365m,480ha,70ha,14
2018,15,Thredbo,23050,71032,3.47,-3.54,0.8,2037m,1365m,480ha,70ha,14
2019,1,Thredbo,18741,71032,3.16,0.26,0.4,2037m,1365m,480ha,70ha,14
2019,2,Thredbo,9845,71032,-0.74,-5.69,0.51,2037m,1365m,480ha,70ha,14
2019,3,Thredbo,13374,71032,3.7,-4.44,0.06,2037m,1365m,480ha,70ha,14
2019,4,Thredbo,25851,71032,3.59,-4.07,0.23,2037m,1365m,480ha,70ha,14
2019,5,Thredbo,48275,71032,-0.6,-3.7,2.86,2037m,1365m,480ha,70ha,14
2019,6,Thredbo,55168,71032,-0.77,-5.27,0.97,2037m,1365m,480ha,70ha,14
2019,7,Thredbo,45493,71032,2.26,-2.91,1.51,2037m,1365m,480ha,70ha,14
2019,8,Thredbo,45050,71032,2.6,-4.01,0.54,2037m,1365m,480ha,70ha,14
2019,9,Thredbo,46665,71032,-0.27,-4.17,2.6,2037m,1365m,480ha,70ha,14
2019,10,Thredbo,45330,71032,0.36,-5.61,0.51,2037m,1365m,480ha,70ha,14
2019,11,Thredbo,59101,71032,-0.13,-5,2.26,2037m,1365m,480ha,70ha,14
2019,12,Thredbo,53915,71032,2.13,-6.27,0.43,2037m,1365m,480ha,70ha,14
2019,13,Thredbo,45841,71032,4.1,-1.15,2.09,2037m,1365m,480ha,70ha,14
2019,14,Thredbo,37957,71032,3.37,-3.43,0.97,2037m,1365m,480ha,70ha,14
2019,15,Thredbo,28383,71032,5.19,-0.9,0.66,2037m,1365m,480ha,70ha,14
2020,1,Thredbo,2281,71032,4.09,-2.29,0.49,2037m,1365m,480ha,70ha,14
2020,2,Thredbo,1666,71032,2.6,-1.77,2.63,2037m,1365m,480ha,70ha,14
2020,3,Thredbo,1787,71032,1.1,-5.23,0.14,2037m,1365m,480ha,70ha,14
2020,4,Thredbo,5251,71032,0.41,-4.29,1.23,2037m,1365m,480ha,70ha,14
2020,5,Thredbo,6327,71032,1.57,-2.94,0.26,2037m,1365m,480ha,70ha,14
2020,6,Thredbo,10795,71032,0.06,-5.03,0.34,2037m,1365m,480ha,70ha,14
2020,7,Thredbo,5849,71032,2.64,-2.27,2.2,2037m,1365m,480ha,70ha,14
2020,8,Thredbo,3997,71032,3.37,-2.47,0.43,2037m,1365m,480ha,70ha,14
2020,9,Thredbo,4059,71032,-0.8,-5.31,1.4,2037m,1365m,480ha,70ha,14
2020,10,Thredbo,2366,71032,1.57,-2.4,5.17,2037m,1365m,480ha,70ha,14
2020,11,Thredbo,0,71032,-2.6,-5.16,4,2037m,1365m,480ha,70ha,14
2020,12,Thredbo,0,71032,0.39,-5.23,0.77,2037m,1365m,480ha,70ha,14
2020,13,Thredbo,0,71032,4.81,-2.23,0.11,2037m,1365m,480ha,70ha,14
2020,14,Thredbo,0,71032,6.43,-0.04,2.46,2037m,1365m,480ha,70ha,14
2020,15,Thredbo,0,71032,8.7,2.99,2.63,2037m,1365m,480ha,70ha,14
2021,1,Thredbo,4556,71032,-0.12,-3.12,2.86,2037m,1365m,480ha,70ha,14
2021,2,Thredbo,8255,71032,0,-4.39,1.74,2037m,1365m,480ha,70ha,14
2021,3,Thredbo,18301,71032,1.13,-4.03,0.89,2037m,1365m,480ha,70ha,14
2021,4,Thredbo,32789,71032,-0.04,-3.61,0.97,2037m,1365m,480ha,70ha,14
2021,5,Thredbo,42107,71032,0.59,-4.9,0,2037m,1365m,480ha,70ha,14
2021,6,Thredbo,17062,71032,-1,-3.72,5.69,2037m,1365m,480ha,70ha,14
2021,7,Thredbo,6387,71032,-1.88,-4.66,6.33,2037m,1365m,480ha,70ha,14
2021,8,Thredbo,22563,71032,-2.03,-4.13,4.47,2037m,1365m,480ha,70ha,14
2021,9,Thredbo,19180,71032,1.64,-4.1,0.57,2037m,1365m,480ha,70ha,14
2021,10,Thredbo,14564,71032,2.74,-1.36,1.68,2037m,1365m,480ha,70ha,14
2021,11,Thredbo,14342,71032,1.9,-1.18,3.06,2037m,1365m,480ha,70ha,14
2021,12,Thredbo,5792,71032,0.96,-4.2,1.77,2037m,1365m,480ha,70ha,14
2021,13,Thredbo,4411,71032,4.2,-1.14,1.29,2037m,1365m,480ha,70ha,14
2021,14,Thredbo,3909,71032,3.14,-1.53,0.69,2037m,1365m,480ha,70ha,14
2021,15,Thredbo,6774,71032,2.37,-3.87,2.71,2037m,1365m,480ha,70ha,14
2022,1,Thredbo,28482,71032,-0.69,-4.69,0.14,2037m,1365m,480ha,70ha,14
2022,2,Thredbo,28805,71032,1.7,-3.39,3.89,2037m,1365m,480ha,70ha,14
2022,3,Thredbo,32323,71032,1.51,-3.51,1.4,2037m,1365m,480ha,70ha,14
2022,4,Thredbo,51793,71032,1.43,-4.57,0.37,2037m,1365m,480ha,70ha,14
2022,5,Thredbo,58950,71032,-0.99,-5.37,0.31,2037m,1365m,480ha,70ha,14
2022,6,Thredbo,50846,71032,-1.41,-6.66,1.2,2037m,1365m,480ha,70ha,14
2022,7,Thredbo,50463,71032,1.1,-3.73,0.86,2037m,1365m,480ha,70ha,14
2022,8,Thredbo,48895,71032,0.26,-5.11,0.83,2037m,1365m,480ha,70ha,14
2022,9,Thredbo,46293,71032,0.1,-4.29,1.63,2037m,1365m,480ha,70ha,14
2022,10,Thredbo,49363,71032,-0.07,-3.51,3.54,2037m,1365m,480ha,70ha,14
2022,11,Thredbo,49801,71032,-0.53,-4.51,3.11,2037m,1365m,480ha,70ha,14
2022,12,Thredbo,49543,71032,2.56,-3.4,0.6,2037m,1365m,480ha,70ha,14
2022,13,Thredbo,37838,71032,3.44,-5.36,0.09,2037m,1365m,480ha,70ha,14
2022,14,Thredbo,28277,71032,1.57,-3.27,5.06,2037m,1365m,480ha,70ha,14
2022,15,Thredbo,24771,71032,2.03,-3,3.31,2037m,1365m,480ha,70ha,14
2023,1,Thredbo,8545,71032,0.86,-3.09,1.49,2037m,1365m,480ha,70ha,14
2023,2,Thredbo,10240,71032,-0.91,-4.19,0.77,2037m,1365m,480ha,70ha,14
2023,3,Thredbo,21673,71032,-1.66,-4.57,3.74,2037m,1365m,480ha,70ha,14
2023,4,Thredbo,44587,71032,0.73,-3.51,0.77,2037m,1365m,480ha,70ha,14
2023,5,Thredbo,49756,71032,0.67,-3.01,1.71,2037m,1365m,480ha,70ha,14
2023,6,Thredbo,48555,71032,3.21,-3.36,0.23,2037m,1365m,480ha,70ha,14
2023,7,Thredbo,44316,71032,3.01,-4.11,0.17,2037m,1365m,480ha,70ha,14
2023,8,Thredbo,42124,71032,3.56,-1.07,1.7,2037m,1365m,480ha,70ha,14
2023,9,Thredbo,39758,71032,4.17,-2.11,0.21,2037m,1365m,480ha,70ha,14
2023,10,Thredbo,40626,71032,1.03,-4.57,1.06,2037m,1365m,480ha,70ha,14
2023,11,Thredbo,40364,71032,3.7,-2.2,3.4,2037m,1365m,480ha,70ha,14
2023,12,Thredbo,34371,71032,4.5,-0.2,1.4,2037m,1365m,480ha,70ha,14
2023,13,Thredbo,23161,71032,5.71,-5.38,1.6,2037m,1365m,480ha,70ha,14
2023,14,Thredbo,14628,71032,5.28,-3.82,0.69,2037m,1365m,480ha,70ha,14
2023,15,Thredbo,9901,71032,4.85,-1.9,1.51,2037m,1365m,480ha,70ha,14
2024,1,Thredbo,5493,71032,1.76,-3.27,1,2037m,1365m,480ha,70ha,14
2024,2,Thredbo,6847,71032,-0.7,-6.07,0.17,2037m,1365m,480ha,70ha,14
2024,3,Thredbo,9071,71032,0.37,-3.56,1.94,2037m,1365m,480ha,70ha,14
2024,4,Thredbo,20186,71032,-0.71,-6.5,0.06,2037m,1365m,480ha,70ha,14
2024,5,Thredbo,45827,71032,2.23,-2.47,1.23,2037m,1365m,480ha,70ha,14
2024,6,Thredbo,48866,71032,-1.63,-5.29,2.34,2037m,1365m,480ha,70ha,14
2024,7,Thredbo,46149,71032,0.67,-4.16,0.77,2037m,1365m,480ha,70ha,14
2024,8,Thredbo,43752,71032,-0.06,-7.54,0.66,2037m,1365m,480ha,70ha,14
2024,9,Thredbo,46790,71032,2.34,-4.37,0,2037m,1365m,480ha,70ha,14
2024,10,Thredbo,41927,71032,4.33,-0.84,0.6,2037m,1365m,480ha,70ha,14
2024,11,Thredbo,37608,71032,3.5,-0.7,2.26,2037m,1365m,480ha,70ha,14
2024,12,Thredbo,33208,71032,2.5,-1.17,2.23,2037m,1365m,480ha,70ha,14
2024,13,Thredbo,18120,71032,4.61,-0.7,1.03,2037m,1365m,480ha,70ha,14
2024,14,Thredbo,6270,71032,5.86,-1.24,1.63,2037m,1365m,480ha,70ha,14
2024,15,Thredbo,4103,71032,0.87,-4.26,2.29,2037m,1365m,480ha,70ha,14
2014,1,Perisher,7370,71075,6.33,-1.59,1.6,2034m,1605m,1245ha,53.4ha,47
2014,2,Perisher,2751,71075,5.26,-1.86,1.97,2034m,1605m,1245ha,53.4ha,47
2014,3,Perisher,4255,71075,0.89,-2.46,2,2034m,1605m,1245ha,53.4ha,47
2014,4,Perisher,20265,71075,2.94,-2.46,1.77,2034m,1605m,1245ha,53.4ha,47
2014,5,Perisher,61339,71075,1.19,-3.76,2,2034m,1605m,1245ha,53.4ha,47
2014,6,Perisher,76855,71075,1.79,-4.36,0.17,2034m,1605m,1245ha,53.4ha,47
2014,7,Perisher,57593,71075,5.09,-4.36,0.71,2034m,1605m,1245ha,53.4ha,47
2014,8,Perisher,52426,71075,1.77,-2.09,1.8,2034m,1605m,1245ha,53.4ha,47
2014,9,Perisher,62654,71075,5.2,-4.23,0.37,2034m,1605m,1245ha,53.4ha,47
2014,10,Perisher,64928,71075,4.04,-5.17,1.54,2034m,1605m,1245ha,53.4ha,47
2014,11,Perisher,64834,71075,5.63,-3.26,1.6,2034m,1605m,1245ha,53.4ha,47
2014,12,Perisher,59121,71075,6.53,-3.69,2.4,2034m,1605m,1245ha,53.4ha,47
2014,13,Perisher,50737,71075,4.7,-4.3,2.09,2034m,1605m,1245ha,53.4ha,47
2014,14,Perisher,33833,71075,6.89,-0.64,0.09,2034m,1605m,1245ha,53.4ha,47
2014,15,Perisher,18381,71075,6.06,-2.21,2.74,2034m,1605m,1245ha,53.4ha,47
2015,1,Perisher,15906,71075,8.21,-3.57,0.23,2034m,1605m,1245ha,53.4ha,47
2015,2,Perisher,7363,71075,3.81,-2.27,2.43,2034m,1605m,1245ha,53.4ha,47
2015,3,Perisher,9360,71075,9.01,-3.29,0,2034m,1605m,1245ha,53.4ha,47
2015,4,Perisher,23296,71075,4.64,-6.73,0.97,2034m,1605m,1245ha,53.4ha,47
2015,5,Perisher,47607,71075,2.64,-4.5,2.8,2034m,1605m,1245ha,53.4ha,47
2015,6,Perisher,57282,71075,0.77,-4.97,4.8,2034m,1605m,1245ha,53.4ha,47
2015,7,Perisher,54202,71075,1.26,-2.73,1.74,2034m,1605m,1245ha,53.4ha,47
2015,8,Perisher,48170,71075,1.81,-3.3,1,2034m,1605m,1245ha,53.4ha,47
2015,9,Perisher,57548,71075,1.03,-5.49,2.97,2034m,1605m,1245ha,53.4ha,47
2015,10,Perisher,64346,71075,3.27,-3.09,1.54,2034m,1605m,1245ha,53.4ha,47
2015,11,Perisher,68527,71075,5.59,-1.77,3.31,2034m,1605m,1245ha,53.4ha,47
2015,12,Perisher,60788,71075,3.1,-2.57,2.69,2034m,1605m,1245ha,53.4ha,47
2015,13,Perisher,52337,71075,4.91,-3.63,2.31,2034m,1605m,1245ha,53.4ha,47
2015,14,Perisher,43826,71075,8.44,-1.41,0.83,2034m,1605m,1245ha,53.4ha,47
2015,15,Perisher,27009,71075,6.79,-1.7,1.51,2034m,1605m,1245ha,53.4ha,47
2016,1,Perisher,9419,71075,5.7,-2.83,1.14,2034m,1605m,1245ha,53.4ha,47
2016,2,Perisher,5380,71075,4.14,0.97,2.17,2034m,1605m,1245ha,53.4ha,47
2016,3,Perisher,20567,71075,1.31,-5.6,3.31,2034m,1605m,1245ha,53.4ha,47
2016,4,Perisher,49193,71075,3.99,-2.44,0.17,2034m,1605m,1245ha,53.4ha,47
2016,5,Perisher,64386,71075,1.71,-1.4,1.23,2034m,1605m,1245ha,53.4ha,47
2016,6,Perisher,61295,71075,6.83,-1.94,1.26,2034m,1605m,1245ha,53.4ha,47
2016,7,Perisher,48984,71075,1.53,-2.86,1.37,2034m,1605m,1245ha,53.4ha,47
2016,8,Perisher,55233,71075,2.13,-3.04,1.43,2034m,1605m,1245ha,53.4ha,47
2016,9,Perisher,63067,71075,3.24,-4.6,0.57,2034m,1605m,1245ha,53.4ha,47
2016,10,Perisher,62748,71075,4.77,-2.71,1.06,2034m,1605m,1245ha,53.4ha,47
2016,11,Perisher,57827,71075,3,-2.06,3.89,2034m,1605m,1245ha,53.4ha,47
2016,12,Perisher,54481,71075,4.44,-4,0.89,2034m,1605m,1245ha,53.4ha,47
2016,13,Perisher,37561,71075,8.4,-0.5,0.2,2034m,1605m,1245ha,53.4ha,47
2016,14,Perisher,24737,71075,7.77,0.79,0.49,2034m,1605m,1245ha,53.4ha,47
2016,15,Perisher,18080,71075,4.69,-1.07,1.09,2034m,1605m,1245ha,53.4ha,47
2017,1,Perisher,18739,71075,7.87,-2.57,0.11,2034m,1605m,1245ha,53.4ha,47
2017,2,Perisher,8792,71075,8.27,-4.23,0,2034m,1605m,1245ha,53.4ha,47
2017,3,Perisher,15236,71075,2.86,-4.9,0.23,2034m,1605m,1245ha,53.4ha,47
2017,4,Perisher,34802,71075,2.81,-4.91,1.06,2034m,1605m,1245ha,53.4ha,47
2017,5,Perisher,64376,71075,0.76,-3.1,0.83,2034m,1605m,1245ha,53.4ha,47
2017,6,Perisher,76620,71075,1.5,-2.8,5.09,2034m,1605m,1245ha,53.4ha,47
2017,7,Perisher,56369,71075,2.06,-4.23,2.97,2034m,1605m,1245ha,53.4ha,47
2017,8,Perisher,53570,71075,3.84,-3.56,3.34,2034m,1605m,1245ha,53.4ha,47
2017,9,Perisher,60063,71075,1.76,-2.74,3.27,2034m,1605m,1245ha,53.4ha,47
2017,10,Perisher,72515,71075,2.57,-0.13,1.37,2034m,1605m,1245ha,53.4ha,47
2017,11,Perisher,70718,71075,0.79,-4.93,0.57,2034m,1605m,1245ha,53.4ha,47
2017,12,Perisher,65364,71075,2.6,-4.69,1.06,2034m,1605m,1245ha,53.4ha,47
2017,13,Perisher,52565,71075,2.93,-3.99,2.17,2034m,1605m,1245ha,53.4ha,47
2017,14,Perisher,48963,71075,5.07,-1.07,2.69,2034m,1605m,1245ha,53.4ha,47
2017,15,Perisher,34698,71075,6.53,-2.33,2.11,2034m,1605m,1245ha,53.4ha,47
2018,1,Perisher,14866,71075,2.97,-2.23,0.94,2034m,1605m,1245ha,53.4ha,47
2018,2,Perisher,11276,71075,1.77,-5.24,2.43,2034m,1605m,1245ha,53.4ha,47
2018,3,Perisher,22795,71075,4.79,-4.91,1.03,2034m,1605m,1245ha,53.4ha,47
2018,4,Perisher,37741,71075,4.66,-3.49,2.89,2034m,1605m,1245ha,53.4ha,47
2018,5,Perisher,71310,71075,2.46,-4.71,0.11,2034m,1605m,1245ha,53.4ha,47
2018,6,Perisher,93226,71075,1.87,-5.27,1.49,2034m,1605m,1245ha,53.4ha,47
2018,7,Perisher,61632,71075,2.1,-2.44,2.86,2034m,1605m,1245ha,53.4ha,47
2018,8,Perisher,55592,71075,3.09,-2.79,2.34,2034m,1605m,1245ha,53.4ha,47
2018,9,Perisher,65256,71075,2.21,-3.06,3.09,2034m,1605m,1245ha,53.4ha,47
2018,10,Perisher,69540,71075,2.33,-2.73,0.46,2034m,1605m,1245ha,53.4ha,47
2018,11,Perisher,70211,71075,0.91,-5.96,2.34,2034m,1605m,1245ha,53.4ha,47
2018,12,Perisher,70681,71075,3.77,-3.6,0.37,2034m,1605m,1245ha,53.4ha,47
2018,13,Perisher,54342,71075,4.37,-3.39,0.8,2034m,1605m,1245ha,53.4ha,47
2018,14,Perisher,46265,71075,8.39,-0.07,0,2034m,1605m,1245ha,53.4ha,47
2018,15,Perisher,30146,71075,5.46,-3.06,1.29,2034m,1605m,1245ha,53.4ha,47
2019,1,Perisher,24730,71075,5.33,1.61,1.37,2034m,1605m,1245ha,53.4ha,47
2019,2,Perisher,12913,71075,2.63,-5.4,0.34,2034m,1605m,1245ha,53.4ha,47
2019,3,Perisher,17700,71075,6.84,-4.63,0.17,2034m,1605m,1245ha,53.4ha,47
2019,4,Perisher,34236,71075,5.56,-3.66,0.2,2034m,1605m,1245ha,53.4ha,47
2019,5,Perisher,64459,71075,1.49,-2.49,1.54,2034m,1605m,1245ha,53.4ha,47
2019,6,Perisher,72800,71075,2.54,-3.3,3.03,2034m,1605m,1245ha,53.4ha,47
2019,7,Perisher,60123,71075,4.29,-2.03,0.09,2034m,1605m,1245ha,53.4ha,47
2019,8,Perisher,58944,71075,5.69,-4.77,0.66,2034m,1605m,1245ha,53.4ha,47
2019,9,Perisher,61440,71075,1.8,-4.49,0.17,2034m,1605m,1245ha,53.4ha,47
2019,10,Perisher,60344,71075,3.56,-5.1,1.4,2034m,1605m,1245ha,53.4ha,47
2019,11,Perisher,77783,71075,3.53,-3.17,1.89,2034m,1605m,1245ha,53.4ha,47
2019,12,Perisher,71288,71075,4.44,-4.61,0.66,2034m,1605m,1245ha,53.4ha,47
2019,13,Perisher,59693,71075,6.39,-0.61,1.14,2034m,1605m,1245ha,53.4ha,47
2019,14,Perisher,49945,71075,6.91,-2.83,1.11,2034m,1605m,1245ha,53.4ha,47
2019,15,Perisher,37747,71075,8.53,-1.04,1,2034m,1605m,1245ha,53.4ha,47
2020,1,Perisher,2987,71075,6,-2.77,1.46,2034m,1605m,1245ha,53.4ha,47
2020,2,Perisher,2205,71075,3.97,-1.6,3.97,2034m,1605m,1245ha,53.4ha,47
2020,3,Perisher,2373,71075,4.21,-4.07,0.6,2034m,1605m,1245ha,53.4ha,47
2020,4,Perisher,6968,71075,2.96,-3.29,3.26,2034m,1605m,1245ha,53.4ha,47
2020,5,Perisher,8403,71075,3.97,-4.13,0.17,2034m,1605m,1245ha,53.4ha,47
2020,6,Perisher,14350,71075,2.8,-4,2.09,2034m,1605m,1245ha,53.4ha,47
2020,7,Perisher,7748,71075,5.57,-3.56,1.14,2034m,1605m,1245ha,53.4ha,47
2020,8,Perisher,5264,71075,6.43,-3.09,0.31,2034m,1605m,1245ha,53.4ha,47
2020,9,Perisher,5356,71075,1.39,-4.36,3.17,2034m,1605m,1245ha,53.4ha,47
2020,10,Perisher,3128,71075,4.29,-0.86,1.86,2034m,1605m,1245ha,53.4ha,47
2020,11,Perisher,0,71075,-0.13,-3.87,1.69,2034m,1605m,1245ha,53.4ha,47
2020,12,Perisher,0,71075,4.43,-2.53,1.6,2034m,1605m,1245ha,53.4ha,47
2020,13,Perisher,0,71075,7.23,-1.64,0.09,2034m,1605m,1245ha,53.4ha,47
2020,14,Perisher,0,71075,8.8,1.51,3.51,2034m,1605m,1245ha,53.4ha,47
2020,15,Perisher,0,71075,10.44,1.2,1.06,2034m,1605m,1245ha,53.4ha,47
2021,1,Perisher,6003,71075,3.07,-2.09,2.23,2034m,1605m,1245ha,53.4ha,47
2021,2,Perisher,10901,71075,3.13,-3.81,2.23,2034m,1605m,1245ha,53.4ha,47
2021,3,Perisher,24338,71075,3.69,-2.64,1,2034m,1605m,1245ha,53.4ha,47
2021,4,Perisher,43413,71075,2.47,-3.26,2.26,2034m,1605m,1245ha,53.4ha,47
2021,5,Perisher,55654,71075,3.87,-4.43,0,2034m,1605m,1245ha,53.4ha,47
2021,6,Perisher,22523,71075,0.67,-2.81,2.46,2034m,1605m,1245ha,53.4ha,47
2021,7,Perisher,8333,71075,0.91,-4.53,2.66,2034m,1605m,1245ha,53.4ha,47
2021,8,Perisher,29825,71075,2.53,-2.86,2.77,2034m,1605m,1245ha,53.4ha,47
2021,9,Perisher,25409,71075,5.09,-2.1,0.17,2034m,1605m,1245ha,53.4ha,47
2021,10,Perisher,19460,71075,3.24,-3.04,0.06,2034m,1605m,1245ha,53.4ha,47
2021,11,Perisher,18796,71075,5.24,-0.87,0.43,2034m,1605m,1245ha,53.4ha,47
2021,12,Perisher,7640,71075,3.01,-2.57,2,2034m,1605m,1245ha,53.4ha,47
2021,13,Perisher,5871,71075,7.43,-0.14,0.51,2034m,1605m,1245ha,53.4ha,47
2021,14,Perisher,5192,71075,5.9,-0.4,2.23,2034m,1605m,1245ha,53.4ha,47
2021,15,Perisher,8958,71075,4.83,-2.39,0.26,2034m,1605m,1245ha,53.4ha,47
2022,1,Perisher,37439,71075,2.43,-4.04,1.29,2034m,1605m,1245ha,53.4ha,47
2022,2,Perisher,38068,71075,4.36,-3.6,2.11,2034m,1605m,1245ha,53.4ha,47
2022,3,Perisher,42997,71075,3.34,-2.51,2.03,2034m,1605m,1245ha,53.4ha,47
